Level1 Job Census Hier Desc,Level1 Job Census Hier Desc,Placeholder,Age At Census Range,Ethnic Desc,Calendar Yr Mo Name Concat,Campus Level Census Cnt
Faculty Emeriti,Faculty Emeriti,-,60 Years Old and Over,South Asian,2016 Oct,9
Faculty Emeriti,Faculty Emeriti,-,60 Years Old and Over,White,2008 Oct,704
Faculty Emeriti,Faculty Emeriti,-,60 Years Old and Over,White,2009 Oct,720
Faculty Emeriti,Faculty Emeriti,-,60 Years Old and Over,White,2010 Oct,731
Faculty Emeriti,Faculty Emeriti,-,60 Years Old and Over,White,2011 Oct,770
Faculty Emeriti,Faculty Emeriti,-,60 Years Old and Over,White,2012 Oct,783
Faculty Emeriti,Faculty Emeriti,-,60 Years Old and Over,White,2013 Oct,799
Faculty Emeriti,Faculty Emeriti,-,60 Years Old and Over,White,2014 Oct,807
Faculty Emeriti,Faculty Emeriti,-,60 Years Old and Over,White,2015 Oct,830
Faculty Emeriti,Faculty Emeriti,-,60 Years Old and Over,White,2016 Oct,843
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,2 or More Races - Non-URM,2015 Oct,25
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,2 or More Races - Non-URM,2016 Oct,40
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,2 or More Races - URM,2016 Oct,5
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,African American/Black,2008 Oct,74
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,African American/Black,2009 Oct,65
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,African American/Black,2010 Oct,51
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,African American/Black,2011 Oct,65
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,African American/Black,2012 Oct,56
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,African American/Black,2013 Oct,55
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,African American/Black,2014 Oct,62
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,African American/Black,2015 Oct,52
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,African American/Black,2016 Oct,44
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Asian,2015 Oct,2
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Asian,2016 Oct,9
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Chinese,2008 Oct,567
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Chinese,2009 Oct,533
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Chinese,2010 Oct,597
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Chinese,2011 Oct,594
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Chinese,2012 Oct,608
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Chinese,2013 Oct,603
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Chinese,2014 Oct,564
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Chinese,2015 Oct,505
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Chinese,2016 Oct,502
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Decline to State,2008 Oct,373
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Decline to State,2009 Oct,440
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Decline to State,2010 Oct,578
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Decline to State,2011 Oct,579
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Decline to State,2012 Oct,659
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Decline to State,2013 Oct,737
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Decline to State,2014 Oct,874
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Decline to State,2015 Oct,1188
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Decline to State,2016 Oct,1336
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,European,2015 Oct,271
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,European,2016 Oct,449
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Filipino,2008 Oct,34
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Filipino,2009 Oct,31
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Filipino,2010 Oct,33
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Filipino,2011 Oct,40
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Filipino,2012 Oct,32
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Filipino,2013 Oct,25
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Filipino,2014 Oct,29
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Filipino,2015 Oct,31
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Filipino,2016 Oct,19
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Hispanic,2016 Oct,5
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Japanese,2008 Oct,54
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Japanese,2009 Oct,43
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Japanese,2010 Oct,31
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Japanese,2011 Oct,34
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Japanese,2012 Oct,33
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Japanese,2013 Oct,42
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Japanese,2014 Oct,37
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Japanese,2015 Oct,36
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Japanese,2016 Oct,35
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Korean,2015 Oct,29
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Korean,2016 Oct,48
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Mexican American/Chicano,2008 Oct,125
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Mexican American/Chicano,2009 Oct,93
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Mexican American/Chicano,2010 Oct,90
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Mexican American/Chicano,2011 Oct,85
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Mexican American/Chicano,2012 Oct,81
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Mexican American/Chicano,2013 Oct,85
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Mexican American/Chicano,2014 Oct,70
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Mexican American/Chicano,2015 Oct,75
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Mexican American/Chicano,2016 Oct,69
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Middle Eastern,2015 Oct,20
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Middle Eastern,2016 Oct,36
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Native American/Alaska Native,2008 Oct,13
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Native American/Alaska Native,2009 Oct,10
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Native American/Alaska Native,2010 Oct,9
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Native American/Alaska Native,2011 Oct,10
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Native American/Alaska Native,2012 Oct,8
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Native American/Alaska Native,2013 Oct,10
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Native American/Alaska Native,2014 Oct,5
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Native American/Alaska Native,2015 Oct,5
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Native American/Alaska Native,2016 Oct,7
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,North African,2015 Oct,2
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,North African,2016 Oct,3
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Other Asian,2008 Oct,214
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Other Asian,2009 Oct,203
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Other Asian,2010 Oct,214
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Other Asian,2011 Oct,217
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Other Asian,2012 Oct,213
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Other Asian,2013 Oct,205
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Other Asian,2014 Oct,197
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Other Asian,2015 Oct,152
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Other Asian,2016 Oct,106
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Other Hispanic/Latino,2008 Oct,107
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Other Hispanic/Latino,2009 Oct,94
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Other Hispanic/Latino,2010 Oct,76
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Other Hispanic/Latino,2011 Oct,97
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Other Hispanic/Latino,2012 Oct,88
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Other Hispanic/Latino,2013 Oct,88
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Other Hispanic/Latino,2014 Oct,107
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Other Hispanic/Latino,2015 Oct,92
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Other Hispanic/Latino,2016 Oct,97
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Pacific Islander,2015 Oct,1
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,South Asian,2008 Oct,215
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,South Asian,2009 Oct,198
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,South Asian,2010 Oct,199
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,South Asian,2011 Oct,189
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,South Asian,2012 Oct,184
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,South Asian,2013 Oct,165
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,South Asian,2014 Oct,176
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,South Asian,2015 Oct,175
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,South Asian,2016 Oct,201
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Unknown,2008 Oct,1
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Unknown,2009 Oct,1
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Unknown,2010 Oct,1
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Unknown,2011 Oct,1
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Unknown,2012 Oct,1
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Unknown,2013 Oct,4
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Unknown,2014 Oct,3
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Vietnamese,2015 Oct,10
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,Vietnamese,2016 Oct,16
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,White,2008 Oct,1931
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,White,2009 Oct,1832
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,White,2010 Oct,1641
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,White,2011 Oct,1543
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,White,2012 Oct,1541
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,White,2013 Oct,1417
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,White,2014 Oct,1371
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,White,2015 Oct,986
Grad Student Titles,Grad Student Titles,-,29 Years Old and Under,White,2016 Oct,702
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,2 or More Races - Non-URM,2015 Oct,2
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,2 or More Races - Non-URM,2016 Oct,2
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,2 or More Races - URM,2015 Oct,1
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,African American/Black,2008 Oct,41
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,African American/Black,2009 Oct,32
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,African American/Black,2010 Oct,34
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,African American/Black,2011 Oct,28
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,African American/Black,2012 Oct,24
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,African American/Black,2013 Oct,25
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,African American/Black,2014 Oct,32
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,African American/Black,2015 Oct,21
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,African American/Black,2016 Oct,28
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,Chinese,2008 Oct,102
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,Chinese,2009 Oct,102
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,Chinese,2010 Oct,87
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,Chinese,2011 Oct,74
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,Chinese,2012 Oct,73
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,Chinese,2013 Oct,73
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,Chinese,2014 Oct,61
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,Chinese,2015 Oct,53
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,Chinese,2016 Oct,42
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,Decline to State,2008 Oct,111
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,Decline to State,2009 Oct,133
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,Decline to State,2010 Oct,171
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,Decline to State,2011 Oct,177
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,Decline to State,2012 Oct,229
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,Decline to State,2013 Oct,229
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,Decline to State,2014 Oct,238
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,Decline to State,2015 Oct,264
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,Decline to State,2016 Oct,292
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,European,2015 Oct,49
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,European,2016 Oct,62
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,Filipino,2008 Oct,4
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,Filipino,2009 Oct,10
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,Filipino,2010 Oct,12
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,Filipino,2011 Oct,10
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,Filipino,2012 Oct,9
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,Filipino,2013 Oct,10
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,Filipino,2014 Oct,11
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,Filipino,2015 Oct,15
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,Filipino,2016 Oct,7
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,Hispanic,2015 Oct,1
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,Japanese,2008 Oct,15
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,Japanese,2009 Oct,14
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,Japanese,2010 Oct,12
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,Japanese,2011 Oct,7
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,Japanese,2012 Oct,3
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,Japanese,2013 Oct,9
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,Japanese,2014 Oct,11
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,Japanese,2015 Oct,7
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,Japanese,2016 Oct,7
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,Korean,2015 Oct,3
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,Korean,2016 Oct,4
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,Mexican American/Chicano,2008 Oct,39
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,Mexican American/Chicano,2009 Oct,39
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,Mexican American/Chicano,2010 Oct,37
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,Mexican American/Chicano,2011 Oct,34
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,Mexican American/Chicano,2012 Oct,42
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,Mexican American/Chicano,2013 Oct,41
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,Mexican American/Chicano,2014 Oct,38
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,Mexican American/Chicano,2015 Oct,32
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,Mexican American/Chicano,2016 Oct,27
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,Middle Eastern,2015 Oct,4
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,Middle Eastern,2016 Oct,3
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,Native American/Alaska Native,2008 Oct,5
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,Native American/Alaska Native,2009 Oct,3
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,Native American/Alaska Native,2010 Oct,2
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,Native American/Alaska Native,2011 Oct,2
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,Native American/Alaska Native,2012 Oct,1
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,Native American/Alaska Native,2014 Oct,1
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,Native American/Alaska Native,2015 Oct,4
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,Native American/Alaska Native,2016 Oct,3
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,North African,2016 Oct,1
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,Other Asian,2008 Oct,86
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,Other Asian,2009 Oct,87
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,Other Asian,2010 Oct,97
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,Other Asian,2011 Oct,105
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,Other Asian,2012 Oct,79
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,Other Asian,2013 Oct,77
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,Other Asian,2014 Oct,57
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,Other Asian,2015 Oct,48
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,Other Asian,2016 Oct,42
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,Other Hispanic/Latino,2008 Oct,43
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,Other Hispanic/Latino,2009 Oct,36
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,Other Hispanic/Latino,2010 Oct,37
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,Other Hispanic/Latino,2011 Oct,44
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,Other Hispanic/Latino,2012 Oct,49
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,Other Hispanic/Latino,2013 Oct,46
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,Other Hispanic/Latino,2014 Oct,47
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,Other Hispanic/Latino,2015 Oct,46
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,Other Hispanic/Latino,2016 Oct,47
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,Pacific Islander,2014 Oct,1
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,Pacific Islander,2016 Oct,1
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,South Asian,2008 Oct,38
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,South Asian,2009 Oct,30
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,South Asian,2010 Oct,37
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,South Asian,2011 Oct,37
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,South Asian,2012 Oct,42
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,South Asian,2013 Oct,33
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,South Asian,2014 Oct,37
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,South Asian,2015 Oct,30
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,South Asian,2016 Oct,23
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,Unknown,2012 Oct,1
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,Unknown,2013 Oct,1
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,White,2008 Oct,551
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,White,2009 Oct,580
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,White,2010 Oct,540
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,White,2011 Oct,505
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,White,2012 Oct,473
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,White,2013 Oct,442
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,White,2014 Oct,443
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,White,2015 Oct,351
Grad Student Titles,Grad Student Titles,-,30 - 39 Years Old,White,2016 Oct,269
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,African American/Black,2008 Oct,4
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,African American/Black,2009 Oct,3
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,African American/Black,2010 Oct,5
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,African American/Black,2011 Oct,7
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,African American/Black,2012 Oct,8
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,African American/Black,2013 Oct,5
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,African American/Black,2014 Oct,8
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,African American/Black,2015 Oct,2
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,African American/Black,2016 Oct,3
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,Chinese,2008 Oct,1
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,Chinese,2009 Oct,3
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,Chinese,2010 Oct,1
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,Chinese,2011 Oct,4
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,Chinese,2012 Oct,4
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,Chinese,2013 Oct,3
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,Chinese,2014 Oct,5
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,Chinese,2015 Oct,1
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,Chinese,2016 Oct,1
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,Decline to State,2008 Oct,15
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,Decline to State,2009 Oct,14
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,Decline to State,2010 Oct,18
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,Decline to State,2011 Oct,18
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,Decline to State,2012 Oct,22
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,Decline to State,2013 Oct,28
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,Decline to State,2014 Oct,24
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,Decline to State,2015 Oct,19
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,Decline to State,2016 Oct,21
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,European,2015 Oct,4
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,European,2016 Oct,2
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,Filipino,2008 Oct,1
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,Filipino,2009 Oct,1
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,Filipino,2010 Oct,1
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,Filipino,2011 Oct,2
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,Filipino,2012 Oct,2
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,Filipino,2014 Oct,1
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,Filipino,2016 Oct,1
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,Japanese,2008 Oct,3
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,Japanese,2010 Oct,2
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,Japanese,2011 Oct,1
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,Japanese,2012 Oct,1
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,Japanese,2013 Oct,2
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,Japanese,2015 Oct,1
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,Japanese,2016 Oct,1
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,Korean,2015 Oct,1
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,Korean,2016 Oct,1
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,Mexican American/Chicano,2008 Oct,7
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,Mexican American/Chicano,2009 Oct,6
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,Mexican American/Chicano,2010 Oct,10
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,Mexican American/Chicano,2011 Oct,5
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,Mexican American/Chicano,2012 Oct,2
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,Mexican American/Chicano,2013 Oct,4
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,Mexican American/Chicano,2014 Oct,4
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,Mexican American/Chicano,2015 Oct,3
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,Mexican American/Chicano,2016 Oct,5
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,Native American/Alaska Native,2008 Oct,2
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,Native American/Alaska Native,2009 Oct,2
